experiment_id,bank_condition,query_id,query_version,retrieval_method,rank,memory_id,semantic_similarity,state_alignment,context_alignment,experience_alignment,final_ranking_score,readmitted
RQ1_20260914T175757Z,shuffled,Q012,base,sacr,2,M078223,0.9991438388824463,0.8571428571428571,0.9849236641221374,1.0,0.9957172870635986,NO
RQ1_20260914T175757Z,shuffled,Q012,base,sacr,3,M081373,0.9991778135299683,0.8285714285714285,0.9841330425299891,1.0,0.9955400228500366,NO
RQ1_20260914T175757Z,shuffled,Q012,base,sacr,4,M053246,0.9990663528442383,0.980952380952381,0.9838331515812432,1.0,0.9953981637954712,<30
RQ1_20260914T175757Z,shuffled,Q012,base,sacr,5,M091742,0.9990804195404053,0.8176870748299321,0.971633042529989,1.0,0.992356538772583,>30
RQ1_20260914T175757Z,shuffled,Q012,shifted,baseline,1,M057809,1.0000001192092896,0.8374149659863946,,,,>30
RQ1_20260914T175757Z,shuffled,Q012,shifted,baseline,2,M098292,0.9994928240776062,0.8476190476190476,,,,NO
RQ1_20260914T175757Z,shuffled,Q012,shifted,baseline,3,M036487,0.9994697570800781,0.6952380952380953,,,,NO
RQ1_20260914T175757Z,shuffled,Q012,shifted,baseline,4,M064739,0.9994279742240906,0.8312925170068028,,,,NO
RQ1_20260914T175757Z,shuffled,Q012,shifted,baseline,5,M075737,0.9994261264801025,0.7829931972789116,,,,NO
RQ1_20260914T175757Z,shuffled,Q012,shifted,sacr,1,M057809,1.0000001192092896,0.8374149659863946,1.0,1.0,1.0000001192092896,>30
RQ1_20260914T175757Z,shuffled,Q012,shifted,sacr,2,M078223,0.9991438388824463,0.8571428571428571,0.9849236641221374,1.0,0.9957172870635986,NO
RQ1_20260914T175757Z,shuffled,Q012,shifted,sacr,3,M081373,0.9991778135299683,0.8285714285714285,0.9841330425299891,1.0,0.9955400228500366,NO
RQ1_20260914T175757Z,shuffled,Q012,shifted,sacr,4,M053246,0.9990663528442383,0.8380952380952381,0.9838331515812432,1.0,0.9953981637954712,<30
RQ1_20260914T175757Z,shuffled,Q012,shifted,sacr,5,M091742,0.9990804195404053,0.8176870748299321,0.971633042529989,1.0,0.992356538772583,>30
RQ1_20260914T175757Z,shuffled,Q013,base,baseline,1,M004656,1.0000001192092896,0.6880773361976369,,,,>30
RQ1_20260914T175757Z,shuffled,Q013,base,baseline,2,M000434,0.9980655908584595,0.6666666666666667,,,,>30
RQ1_20260914T175757Z,shuffled,Q013,base,baseline,3,M000520,0.9979438781738281,0.6693877551020408,,,,>30
RQ1_20260914T175757Z,shuffled,Q013,base,baseline,4,M000489,0.9978896975517273,0.6428571428571429,,,,NO
RQ1_20260914T175757Z,shuffled,Q013,base,baseline,5,M050404,0.9978283643722534,0.5333333333333333,,,,NO
RQ1_20260914T175757Z,shuffled,Q013,base,sacr,1,M018771,0.995827317237854,0.8285714285714285,0.8071725666191316,1.0,0.9492895603179932,NO
RQ1_20260914T175757Z,shuffled,Q013,base,sacr,2,M012762,0.9964131116867065,0.7047619047619048,0.8049800072700836,1.0,0.9490928649902344,>30
RQ1_20260914T175757Z,shuffled,Q013,base,sacr,3,M018385,0.9974769949913025,0.7142857142857143,0.8007706987668819,1.0,0.9486789703369141,NO
RQ1_20260914T175757Z,shuffled,Q013,base,sacr,4,M005736,0.996353268623352,0.8285714285714285,0.7994435589855436,1.0,0.9476728439331055,NO
RQ1_20260914T175757Z,shuffled,Q013,base,sacr,5,M062818,0.9964196681976318,0.8306122448979593,0.7927662668120682,1.0,0.9460433721542358,NO
RQ1_20260914T175757Z,shuffled,Q013,shifted,baseline,1,M004656,1.0000001192092896,0.6472610096670248,,,,>30
RQ1_20260914T175757Z,shuffled,Q013,shifted,baseline,2,M000434,0.9980655908584595,0.6183315431435733,,,,>30
RQ1_20260914T175757Z,shuffled,Q013,shifted,baseline,3,M000520,0.9979438781738281,0.6346580737558182,,,,>30
RQ1_20260914T175757Z,shuffled,Q013,shifted,baseline,4,M000489,0.9978896975517273,0.6353383458646616,,,,NO
RQ1_20260914T175757Z,shuffled,Q013,shifted,baseline,5,M050404,0.9978283643722534,0.4849982098102399,,,,NO
RQ1_20260914T175757Z,shuffled,Q013,shifted,sacr,1,M018771,0.995827317237854,0.7802363050483352,0.8071725666191316,1.0,0.9492895603179932,NO
RQ1_20260914T175757Z,shuffled,Q013,shifted,sacr,2,M005736,0.996353268623352,0.7802363050483352,0.7994435589855436,1.0,0.9476728439331055,NO
RQ1_20260914T175757Z,shuffled,Q013,shifted,sacr,3,M062818,0.9964196681976318,0.7958825635517366,0.7927662668120682,1.0,0.9460433721542358,NO
RQ1_20260914T175757Z,shuffled,Q013,shifted,sacr,4,M000751,0.9975017309188843,0.7611886860007162,0.7676257584654531,1.0,0.9404075145721436,>30
RQ1_20260914T175757Z,shuffled,Q013,shifted,sacr,5,M003968,0.9959067106246948,0.7611886860007162,0.769603710538825,1.0,0.9399449825286865,NO
RQ1_20260914T175757Z,shuffled,Q014,base,baseline,1,M035347,1.0,0.8008413891872539,,,,<30
RQ1_20260914T175757Z,shuffled,Q014,base,baseline,2,M094911,0.9982353448867798,0.5532223415682063,,,,NO
RQ1_20260914T175757Z,shuffled,Q014,base,baseline,3,M082229,0.9979193806648254,0.8047619047619048,,,,NO
RQ1_20260914T175757Z,shuffled,Q014,base,baseline,4,M078416,0.9977544546127319,0.8198890082348729,,,,NO
RQ1_20260914T175757Z,shuffled,Q014,base,baseline,5,M044523,0.9976707100868225,0.8321339061940566,,,,NO
RQ1_20260914T175757Z,shuffled,Q014,base,sacr,1,M035347,1.0,0.8008413891872539,1.0,1.0,1.0,<30
RQ1_20260914T175757Z,shuffled,Q014,base,sacr,2,M022194,0.997409462928772,0.7940386680988185,0.9362598915079829,1.0,0.9825106859207153,NO
RQ1_20260914T175757Z,shuffled,Q014,base,sacr,3,M053102,0.9963564872741699,0.7940386680988185,0.8903653916058497,1.0,0.9704052209854126,NO
RQ1_20260914T175757Z,shuffled,Q014,base,sacr,4,M005802,0.9961490035057068,0.8416577157178661,0.8818321309733523,1.0,0.9681475162506104,NO
RQ1_20260914T175757Z,shuffled,Q014,base,sacr,5,M041931,0.9950510859489441,0.8008413891872539,0.8389183653496631,1.0,0.9567602872848511,NO
RQ1_20260914T175757Z,shuffled,Q014,shifted,baseline,1,M035347,1.0,0.8280522735409954,,,,<30
RQ1_20260914T175757Z,shuffled,Q014,shifted,baseline,2,M094911,0.9982353448867798,0.5042427497314715,,,,NO
RQ1_20260914T175757Z,shuffled,Q014,shifted,baseline,3,M082229,0.9979193806648254,0.8142857142857144,,,,NO
RQ1_20260914T175757Z,shuffled,Q014,shifted,baseline,4,M078416,0.9977544546127319,0.8090046544933764,,,,NO
RQ1_20260914T175757Z,shuffled,Q014,shifted,baseline,5,M044523,0.9976707100868225,0.783154314357322,,,,NO
RQ1_20260914T175757Z,shuffled,Q014,shifted,sacr,1,M035347,1.0,0.8280522735409954,1.0,1.0,1.0,<30
RQ1_20260914T175757Z,shuffled,Q014,shifted,sacr,2,M022194,0.997409462928772,0.82124955245256,0.9362598915079829,1.0,0.9825106859207153,NO
RQ1_20260914T175757Z,shuffled,Q014,shifted,sacr,3,M053102,0.9963564872741699,0.82124955245256,0.8903653916058497,1.0,0.9704052209854126,NO
RQ1_20260914T175757Z,shuffled,Q014,shifted,sacr,4,M005802,0.9961490035057068,0.7736305048335125,0.8818321309733523,1.0,0.9681475162506104,NO
RQ1_20260914T175757Z,shuffled,Q014,shifted,sacr,5,M041931,0.9950510859489441,0.8280522735409954,0.8389183653496631,1.0,0.9567602872848511,NO
RQ1_20260914T175757Z,shuffled,Q015,base,baseline,1,M051010,1.0,0.6394557823129252,,,,>30
RQ1_20260914T175757Z,shuffled,Q015,base,baseline,2,M076321,0.9997595548629761,0.6666666666666667,,,,>30
RQ1_20260914T175757Z,shuffled,Q015,base,baseline,3,M073842,0.9997595548629761,0.6530612244897959,,,,>30
RQ1_20260914T175757Z,shuffled,Q015,base,baseline,4,M062224,0.9997442960739136,0.7940386680988185,,,,>30
RQ1_20260914T175757Z,shuffled,Q015,base,baseline,5,M049542,0.9994049072265625,0.5219298245614035,,,,NO
RQ1_20260914T175757Z,shuffled,Q015,base,sacr,1,M101026,0.9993199110031128,0.8095238095238095,0.9982142857142857,1.0,0.9991455078125,<30
RQ1_20260914T175757Z,shuffled,Q015,base,sacr,2,M075258,0.9991916418075562,0.9062835660580022,0.993552344601963,1.0,0.9979031085968018,NO
RQ1_20260914T175757Z,shuffled,Q015,base,sacr,3,M063219,0.9991055727005005,0.819047619047619,0.9931570338058887,1.0,0.9977525472640991,NO
RQ1_20260914T175757Z,shuffled,Q015,base,sacr,4,M039788,0.998693585395813,0.8095238095238095,0.9931570338058887,1.0,0.9975054264068604,NO
RQ1_20260914T175757Z,shuffled,Q015,base,sacr,5,M098760,0.9993159770965576,0.8285714285714285,0.9910714285714286,1.0,0.9973574876785278,NO
RQ1_20260914T175757Z,shuffled,Q015,shifted,baseline,1,M051010,1.0,0.7414965986394558,,,,>30
RQ1_20260914T175757Z,shuffled,Q015,shifted,baseline,2,M076321,0.9997595548629761,0.6258503401360545,,,,>30
RQ1_20260914T175757Z,shuffled,Q015,shifted,baseline,3,M073842,0.9997595548629761,0.6394557823129252,,,,>30
RQ1_20260914T175757Z,shuffled,Q015,shifted,baseline,4,M062224,0.9997442960739136,0.637576083064805,,,,>30
RQ1_20260914T175757Z,shuffled,Q015,shifted,baseline,5,M049542,0.9994049072265625,0.4811134980307913,,,,NO
RQ1_20260914T175757Z,shuffled,Q015,shifted,sacr,1,M051010,1.0,0.7414965986394558,1.0,1.0,1.0,>30
RQ1_20260914T175757Z,shuffled,Q015,shifted,sacr,2,M101026,0.9993199110031128,0.7687074829931974,0.9982142857142857,1.0,0.9991455078125,<30
RQ1_20260914T175757Z,shuffled,Q015,shifted,sacr,3,M075258,0.9991916418075562,0.7906373075546008,0.993552344601963,1.0,0.9979031085968018,NO
RQ1_20260914T175757Z,shuffled,Q015,shifted,sacr,4,M063219,0.9991055727005005,0.7782312925170068,0.9931570338058887,1.0,0.9977525472640991,NO
RQ1_20260914T175757Z,shuffled,Q015,shifted,sacr,5,M039788,0.998693585395813,0.7687074829931974,0.9931570338058887,1.0,0.9975054264068604,NO
RQ1_20260914T175757Z,shuffled,Q016,base,baseline,1,M026665,1.0,0.7074829931972789,,,,NO
RQ1_20260914T175757Z,shuffled,Q016,base,baseline,2,M101596,0.9998520016670227,0.6408163265306123,,,,>30
RQ1_20260914T175757Z,shuffled,Q016,base,baseline,3,M100017,0.9998520016670227,0.5360544217687074,,,,>30
RQ1_20260914T175757Z,shuffled,Q016,base,baseline,4,M089155,0.9997481107711792,0.8312925170068028,,,,NO
RQ1_20260914T175757Z,shuffled,Q016,base,baseline,5,M093126,0.9997217655181885,0.6952380952380953,,,,>30
RQ1_20260914T175757Z,shuffled,Q016,base,sacr,1,M026665,1.0,0.7074829931972789,1.0,1.0,1.0,NO
RQ1_20260914T175757Z,shuffled,Q016,base,sacr,2,M068757,0.9996577501296997,0.8503401360544218,0.9946428571428572,1.0,0.9984554052352905,NO
RQ1_20260914T175757Z,shuffled,Q016,base,sacr,3,M070107,0.9994356632232666,0.8571428571428571,0.993552344601963,1.0,0.9980494976043701,>30
RQ1_20260914T175757Z,shuffled,Q016,base,sacr,4,M089155,0.9997481107711792,0.8312925170068028,0.9910714285714286,1.0,0.9976167678833008,NO
RQ1_20260914T175757Z,shuffled,Q016,base,sacr,5,M065454,0.9994766712188721,0.7925170068027211,0.9905806979280262,1.0,0.9973311424255371,NO
RQ1_20260914T175757Z,shuffled,Q016,shifted,baseline,1,M026665,1.0,0.6999641962047978,,,,NO
RQ1_20260914T175757Z,shuffled,Q016,shifted,baseline,2,M101596,0.9998520016670227,0.6332975295381311,,,,>30
RQ1_20260914T175757Z,shuffled,Q016,shifted,baseline,3,M100017,0.9998520016670227,0.5285356247762263,,,,>30
RQ1_20260914T175757Z,shuffled,Q016,shifted,baseline,4,M089155,0.9997481107711792,0.9666308628714645,,,,NO
RQ1_20260914T175757Z,shuffled,Q016,shifted,baseline,5,M093126,0.9997217655181885,0.6877192982456142,,,,>30
RQ1_20260914T175757Z,shuffled,Q016,shifted,sacr,1,M068757,0.9996577501296997,0.8428213390619407,0.9946428571428572,1.0,0.9984554052352905,NO
RQ1_20260914T175757Z,shuffled,Q016,shifted,sacr,2,M070107,0.9994356632232666,0.849624060150376,0.993552344601963,1.0,0.9980494976043701,>30
RQ1_20260914T175757Z,shuffled,Q016,shifted,sacr,3,M089155,0.9997481107711792,0.9666308628714645,0.9910714285714286,1.0,0.9976167678833008,NO
RQ1_20260914T175757Z,shuffled,Q016,shifted,sacr,4,M065454,0.9994766712188721,0.7849982098102399,0.9905806979280262,1.0,0.9973311424255371,NO
RQ1_20260914T175757Z,shuffled,Q016,shifted,sacr,5,M066785,0.9994966983795166,0.814249910490512,0.989490185387132,1.0,0.9970706701278687,>30
RQ1_20260914T175757Z,shuffled,Q017,base,baseline,1,M058435,1.000000238418579,0.697278911564626,,,,NO
RQ1_20260914T175757Z,shuffled,Q017,base,baseline,2,M059516,0.9993190765380859,0.6659863945578232,,,,>30
RQ1_20260914T175757Z,shuffled,Q017,base,baseline,3,M015445,0.9992053508758545,0.8020408163265307,,,,>30
RQ1_20260914T175757Z,shuffled,Q017,base,baseline,4,M033117,0.9988183379173279,0.8306122448979593,,,,NO
RQ1_20260914T175757Z,shuffled,Q017,base,baseline,5,M032277,0.9987816214561462,0.6591836734693878,,,,NO
RQ1_20260914T175757Z,shuffled,Q017,base,sacr,1,M035900,0.9987359642982483,0.7816326530612245,0.97025627044711,1.0,0.9918056726455688,NO
RQ1_20260914T175757Z,shuffled,Q017,base,sacr,2,M044584,0.9985114336013794,0.8306122448979593,0.9606234096692111,1.0,0.9892627000808716,>30
RQ1_20260914T175757Z,shuffled,Q017,base,sacr,3,M039040,0.9982643723487854,0.8210884353741498,0.9601442132930682,1.0,0.9889947175979614,>30
RQ1_20260914T175757Z,shuffled,Q017,base,sacr,4,M007630,0.9986435174942017,0.8020408163265307,0.9471625702541733,1.0,0.9859768152236938,NO
RQ1_20260914T175757Z,shuffled,Q017,base,sacr,5,M022573,0.9987503886222839,0.8115646258503402,0.9424800072700836,1.0,0.9848703145980835,>30
RQ1_20260914T175757Z,shuffled,Q017,shifted,baseline,1,M058435,1.000000238418579,0.625170068027211,,,,NO
RQ1_20260914T175757Z,shuffled,Q017,shifted,baseline,2,M059516,0.9993190765380859,0.6700680272108844,,,,>30
RQ1_20260914T175757Z,shuffled,Q017,shifted,baseline,3,M015445,0.9992053508758545,0.8061224489795918,,,,>30
RQ1_20260914T175757Z,shuffled,Q017,shifted,baseline,4,M033117,0.9988183379173279,0.7585034013605443,,,,NO
RQ1_20260914T175757Z,shuffled,Q017,shifted,baseline,5,M032277,0.9987816214561462,0.663265306122449,,,,NO
RQ1_20260914T175757Z,shuffled,Q017,shifted,sacr,1,M035900,0.9987359642982483,0.8401360544217688,0.97025627044711,1.0,0.9918056726455688,NO
RQ1_20260914T175757Z,shuffled,Q017,shifted,sacr,2,M044584,0.9985114336013794,0.7775510204081633,0.9606234096692111,1.0,0.9892627000808716,>30
RQ1_20260914T175757Z,shuffled,Q017,shifted,sacr,3,M039040,0.9982643723487854,0.7870748299319728,0.9601442132930682,1.0,0.9889947175979614,>30
RQ1_20260914T175757Z,shuffled,Q017,shifted,sacr,4,M007630,0.9986435174942017,0.8061224489795918,0.9471625702541733,1.0,0.9859768152236938,NO
RQ1_20260914T175757Z,shuffled,Q017,shifted,sacr,5,M022573,0.9987503886222839,0.7965986394557824,0.9424800072700836,1.0,0.9848703145980835,>30
RQ1_20260914T175757Z,shuffled,Q018,base,baseline,1,M050950,1.0000001192092896,0.7047619047619048,,,,NO
RQ1_20260914T175757Z,shuffled,Q018,base,baseline,2,M070554,0.999678373336792,0.8095238095238095,,,,NO
RQ1_20260914T175757Z,shuffled,Q018,base,baseline,3,M047611,0.999678373336792,0.6598639455782314,,,,NO
RQ1_20260914T175757Z,shuffled,Q018,base,baseline,4,M098700,0.9996720552444458,0.8476190476190476,,,,NO
RQ1_20260914T175757Z,shuffled,Q018,base,baseline,5,M098905,0.9995009303092957,0.7857142857142858,,,,NO
RQ1_20260914T175757Z,shuffled,Q018,base,sacr,1,M050950,1.0000001192092896,0.7047619047619048,1.0,1.0,1.0000001192092896,NO
RQ1_20260914T175757Z,shuffled,Q018,base,sacr,2,M070554,0.999678373336792,0.8095238095238095,0.9892857142857142,1.0,0.9971284866333008,NO
RQ1_20260914T175757Z,shuffled,Q018,base,sacr,3,M050902,0.9983291625976562,0.834013605442177,0.9855234460196292,1.0,0.9953783750534058,>30
RQ1_20260914T175757Z,shuffled,Q018,base,sacr,4,M098989,0.9990231990814209,0.8285714285714285,0.9663758633224281,1.0,0.991007924079895,NO
RQ1_20260914T175757Z,shuffled,Q018,base,sacr,5,M052330,0.9986474514007568,0.8285714285714285,0.9604416575790621,1.0,0.989298939704895,NO
RQ1_20260914T175757Z,shuffled,Q018,shifted,baseline,1,M050950,1.0000001192092896,0.6458646616541354,,,,NO
RQ1_20260914T175757Z,shuffled,Q018,shifted,baseline,2,M070554,0.999678373336792,0.8458646616541353,,,,NO
RQ1_20260914T175757Z,shuffled,Q018,shifted,baseline,3,M047611,0.999678373336792,0.696204797708557,,,,NO
RQ1_20260914T175757Z,shuffled,Q018,shifted,baseline,4,M098700,0.9996720552444458,0.8077694235588971,,,,NO
RQ1_20260914T175757Z,shuffled,Q018,shifted,baseline,5,M098905,0.9995009303092957,0.8220551378446116,,,,NO
RQ1_20260914T175757Z,shuffled,Q018,shifted,sacr,1,M070554,0.999678373336792,0.8458646616541353,0.9892857142857142,1.0,0.9971284866333008,NO
RQ1_20260914T175757Z,shuffled,Q018,shifted,sacr,2,M050902,0.9983291625976562,0.7941639813820265,0.9855234460196292,1.0,0.9953783750534058,>30
RQ1_20260914T175757Z,shuffled,Q018,shifted,sacr,3,M098989,0.9990231990814209,0.8268170426065163,0.9663758633224281,1.0,0.991007924079895,NO
RQ1_20260914T175757Z,shuffled,Q018,shifted,sacr,4,M052330,0.9986474514007568,0.8268170426065163,0.9604416575790621,1.0,0.989298939704895,NO
RQ1_20260914T175757Z,shuffled,Q018,shifted,sacr,5,M086654,0.9986222982406616,0.8424633011099176,0.9596510359869138,1.0,0.9890861511230469,>30
RQ1_20260914T175757Z,shuffled,Q019,base,baseline,1,M046472,0.9999999403953552,0.7074829931972789,,,,<30
RQ1_20260914T175757Z,shuffled,Q019,base,baseline,2,M044611,0.9980992674827576,0.5551020408163266,,,,>30
RQ1_20260914T175757Z,shuffled,Q019,base,baseline,3,M042091,0.9978277683258057,0.7074829931972789,,,,NO
RQ1_20260914T175757Z,shuffled,Q019,base,baseline,4,M009259,0.9977409243583679,0.7074829931972789,,,,>30
RQ1_20260914T175757Z,shuffled,Q019,base,baseline,5,M033266,0.9973161220550537,0.8408163265306123,,,,NO
RQ1_20260914T175757Z,shuffled,Q019,base,sacr,1,M046472,0.9999999403953552,0.7074829931972789,1.0,1.0,1.0,<30
RQ1_20260914T175757Z,shuffled,Q019,base,sacr,2,M029073,0.9952285885810852,0.8217687074829932,0.8100694153175069,1.0,0.9496544599533081,<30
RQ1_20260914T175757Z,shuffled,Q019,base,sacr,3,M033698,0.9947562217712402,0.7142857142857143,0.8046916505885972,1.0,0.9480266571044922,NO
RQ1_20260914T175757Z,shuffled,Q019,base,sacr,4,M003382,0.9968868494033813,0.8272108843537416,0.7746962642955009,1.0,0.9418061971664429,>30
RQ1_20260914T175757Z,shuffled,Q019,base,sacr,5,M042091,0.9978277683258057,0.7074829931972789,0.9608369683751363,0.6666666666666666,0.9389059543609619,NO
RQ1_20260914T175757Z,shuffled,Q019,shifted,baseline,1,M046472,0.9999999403953552,0.8299319727891156,,,,<30
RQ1_20260914T175757Z,shuffled,Q019,shifted,baseline,2,M044611,0.9980992674827576,0.5346938775510204,,,,>30
RQ1_20260914T175757Z,shuffled,Q019,shifted,baseline,3,M042091,0.9978277683258057,0.8299319727891156,,,,NO
RQ1_20260914T175757Z,shuffled,Q019,shifted,baseline,4,M009259,0.9977409243583679,0.8299319727891156,,,,>30
RQ1_20260914T175757Z,shuffled,Q019,shifted,baseline,5,M033266,0.9973161220550537,0.6775510204081633,,,,NO
RQ1_20260914T175757Z,shuffled,Q019,shifted,sacr,1,M046472,0.9999999403953552,0.8299319727891156,1.0,1.0,1.0,<30
RQ1_20260914T175757Z,shuffled,Q019,shifted,sacr,2,M029073,0.9952285885810852,0.801360544217687,0.8100694153175069,1.0,0.9496544599533081,<30
RQ1_20260914T175757Z,shuffled,Q019,shifted,sacr,3,M066113,0.9965524673461914,0.8108843537414965,0.7972740681710148,1.0,0.9472500085830688,>30
RQ1_20260914T175757Z,shuffled,Q019,shifted,sacr,4,M030080,0.9951331615447998,0.801360544217687,0.7995505131001314,1.0,0.946967601776123,NO
RQ1_20260914T175757Z,shuffled,Q019,shifted,sacr,5,M003382,0.9968868494033813,0.8068027210884354,0.7746962642955009,1.0,0.9418061971664429,>30
RQ1_20260914T175757Z,shuffled,Q020,base,baseline,1,M048011,1.0,0.5265306122448979,,,,>30
RQ1_20260914T175757Z,shuffled,Q020,base,baseline,2,M080721,0.9993281364440918,0.5265306122448979,,,,NO
RQ1_20260914T175757Z,shuffled,Q020,base,baseline,3,M069109,0.9990991950035095,0.6693877551020408,,,,NO
RQ1_20260914T175757Z,shuffled,Q020,base,baseline,4,M035935,0.9989986419677734,0.5360544217687074,,,,>30
RQ1_20260914T175757Z,shuffled,Q020,base,baseline,5,M064735,0.9988635778427124,0.5265306122448979,,,,NO
RQ1_20260914T175757Z,shuffled,Q020,base,sacr,1,M072608,0.995131254196167,0.8122448979591838,0.9420123451612001,1.0,0.9825818538665771,NO
RQ1_20260914T175757Z,shuffled,Q020,base,sacr,2,M064284,0.996760904788971,0.8312925170068028,0.9208630428096077,1.0,0.9782723188400269,>30
RQ1_20260914T175757Z,shuffled,Q020,base,sacr,3,M055196,0.9969087243080139,0.8380952380952381,0.9134339261247658,1.0,0.9765037298202515,>30
RQ1_20260914T175757Z,shuffled,Q020,base,sacr,4,M047074,0.9939302206039429,0.7074829931972789,0.8874388334312,1.0,0.9682178497314453,NO
RQ1_20260914T175757Z,shuffled,Q020,base,sacr,5,M041266,0.9937375783920288,0.8503401360544218,0.8856898190867657,1.0,0.9676649570465088,NO
RQ1_20260914T175757Z,shuffled,Q020,shifted,baseline,1,M048011,1.0,0.5306122448979592,,,,>30
RQ1_20260914T175757Z,shuffled,Q020,shifted,baseline,2,M080721,0.9993281364440918,0.5306122448979592,,,,NO
RQ1_20260914T175757Z,shuffled,Q020,shifted,baseline,3,M069109,0.9990991950035095,0.673469387755102,,,,NO
RQ1_20260914T175757Z,shuffled,Q020,shifted,baseline,4,M035935,0.9989986419677734,0.5210884353741497,,,,>30
RQ1_20260914T175757Z,shuffled,Q020,shifted,baseline,5,M064735,0.9988635778427124,0.5442176870748299,,,,NO
RQ1_20260914T175757Z,shuffled,Q020,shifted,sacr,1,M084173,0.9951955080032349,0.8034013605442177,0.9585835919805386,1.0,0.9867632389068604,>30
RQ1_20260914T175757Z,shuffled,Q020,shifted,sacr,2,M072608,0.995131254196167,0.8163265306122449,0.9420123451612001,1.0,0.9825818538665771,NO
RQ1_20260914T175757Z,shuffled,Q020,shifted,sacr,3,M083912,0.9948332905769348,0.8163265306122449,0.9411011380477029,1.0,0.9821752309799194,NO
RQ1_20260914T175757Z,shuffled,Q020,shifted,sacr,4,M055196,0.9969087243080139,0.8040816326530612,0.9134339261247658,1.0,0.9765037298202515,>30
RQ1_20260914T175757Z,shuffled,Q020,shifted,sacr,5,M047012,0.9946720600128174,0.8163265306122449,0.8947847635824734,1.0,0.9704993963241577,>30
